Date,Block,Primary Type,Description,Location Description,Ward,Community Area,Year,Location
07/04/2016 01:30:00 AM,035XX N OAKLEY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,47.0,5.0,2016,"(41.945515195, -87.685793691)"
07/04/2016 06:30:00 PM,036XX N MILWAUKEE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,38.0,16.0,2016,"(41.947826688, -87.738182402)"
08/07/2016 04:00:00 PM,064XX W FULLERTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),36.0,19.0,2016,"(41.923672617, -87.786301606)"
09/08/2016 10:00:00 PM,050XX W JACKSON BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),28.0,25.0,2016,"(41.876711335, -87.750780032)"
09/14/2016 06:10:00 AM,001XX N MAYFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29.0,25.0,2016,"(41.882870247, -87.771879959)"
09/14/2016 04:30:00 AM,069XX S WOLCOTT AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,17.0,67.0,2016,"(41.767793367, -87.671180109)"
09/14/2016 01:00:00 AM,038XX W ARTHINGTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,26.0,2016,"(41.86985518, -87.721558327)"
09/14/2016 12:30:00 AM,006XX S CENTRAL PARK AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),24.0,27.0,2016,"(41.873256601, -87.715647496)"
09/14/2016 10:00:00 AM,061XX S TROY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15.0,66.0,2016,"(41.7821714, -87.702010451)"
09/14/2016 12:10:00 PM,007XX S WESTERN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,28.0,2016,"(41.871513607, -87.686173973)"
09/14/2016 12:15:00 PM,044XX N RAVENSWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,47.0,4.0,2016,"(41.962270453, -87.674542172)"
09/14/2016 07:00:00 AM,017XX W LAKE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,27.0,28.0,2016,"(41.885221559, -87.669899193)"
09/14/2016 06:00:00 AM,046XX S SPAULDING AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14.0,58.0,2016,"(41.809418999, -87.706441763)"
09/14/2016 02:30:00 PM,020XX S STATE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3.0,33.0,2016,"(41.85514757, -87.627138557)"
09/14/2016 06:15:00 PM,049XX W RACE AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,37.0,25.0,2016,"(41.890443934, -87.749233943)"
09/14/2016 08:00:00 AM,044XX N RAVENSWOOD AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,47.0,4.0,2016,"(41.962196343, -87.674539258)"
09/14/2016 07:31:00 PM,069XX S HARPER AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,5.0,43.0,2016,"(41.769223878, -87.587971059)"
09/14/2016 05:00:00 PM,057XX S WHIPPLE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14.0,63.0,2016,"(41.788989604, -87.699769093)"
09/14/2016 10:45:00 PM,012XX N WALLER AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,29.0,25.0,2016,"(41.902709075, -87.768102591)"
09/14/2016 07:00:00 PM,035XX W CONGRESS PKWY,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,27.0,2016,"(41.874499016, -87.713983235)"
09/14/2016 12:00:00 PM,003XX S HAMLIN BLVD,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,28.0,26.0,2016,"(41.876933506, -87.72069769)"
09/14/2016 08:38:00 PM,041XX W HIRSCH ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,37.0,23.0,2016,"(41.906230174, -87.730384132)"
09/14/2016 10:30:00 PM,075XX S KINGSTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7.0,43.0,2016,"(41.758209097, -87.562721211)"
09/14/2016 08:00:00 PM,051XX W WOLFRAM ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,31.0,19.0,2016,"(41.932334002, -87.755062815)"
09/14/2016 07:00:00 PM,004XX E 29TH ST,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,4.0,35.0,2016,"(41.842075901, -87.616823063)"
09/14/2016 11:00:00 PM,077XX S CHAPPEL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8.0,43.0,2016,"(41.754524477, -87.57482652)"
09/14/2016 09:00:00 PM,056XX S PRINCETON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3.0,68.0,2016,"(41.791823295, -87.632923925)"
09/14/2016 10:00:00 PM,043XX S CALUMET AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3.0,38.0,2016,"(41.81597361, -87.618331997)"
09/14/2016 09:00:00 PM,014XX S AVERS AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,VEHICLE NON-COMMERCIAL,24.0,29.0,2016,"(41.86158579, -87.721380187)"
09/14/2016 07:00:00 PM,037XX W 82ND ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,18.0,70.0,2016,"(41.744107594, -87.715582401)"
09/14/2016 11:00:00 PM,050XX W AGATITE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,45.0,15.0,2016,"(41.96156034, -87.753511759)"
09/14/2016 10:00:00 PM,006XX E OAKWOOD BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4.0,38.0,2016,"(41.822693427, -87.611169112)"
09/14/2016 08:00:00 PM,012XX S CENTRAL PARK AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,24.0,29.0,2016,"(41.865628998, -87.715401522)"
09/14/2016 09:00:00 PM,013XX S INDEPENDENCE BLVD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,OTHER,24.0,29.0,2016,"(41.863477217, -87.719442143)"
09/14/2016 06:40:00 PM,038XX W WEST END AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,28.0,26.0,2016,"(41.882983508, -87.722042703)"
09/14/2016 10:00:00 PM,070XX S MERRILL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5.0,43.0,2016,"(41.766829259, -87.572654511)"
09/14/2016 08:00:00 PM,036XX W ROOSEVELT RD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),24.0,29.0,2016,"(41.86627575, -87.717278673)"
09/14/2016 10:00:00 PM,033XX W MONROE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,27.0,2016,"(41.879609908, -87.70962288)"
09/14/2016 07:25:00 PM,034XX W 63RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15.0,66.0,2016,"(41.778877155, -87.708840106)"
09/14/2016 09:00:00 AM,003XX E NORTH WATER ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),42.0,8.0,2016,"(41.889561428, -87.620196651)"
09/14/2016 11:00:00 PM,005XX E 33RD PL,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),4.0,35.0,2016,"(41.83368122, -87.612439993)"
09/11/2016 10:00:00 PM,011XX E 82ND ST,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,8.0,45.0,2016,"(41.745884159, -87.596991728)"
09/11/2016 11:30:00 AM,044XX S LAVERGNE AVE,MOTOR VEHICLE THEFT,"ATTEMPT: CYCLE, SCOOTER, BIKE W-VIN",PARKING LOT/GARAGE(NON.RESID.),23.0,56.0,2016,"(41.812718318, -87.74818722)"
09/06/2016 09:00:00 AM,004XX N STATE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,COMMERCIAL / BUSINESS OFFICE,42.0,8.0,2016,"(41.889453169, -87.627994833)"
09/09/2016 07:00:00 AM,013XX W FLETCHER ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,32.0,6.0,2016,"(41.938882329, -87.661889437)"
09/12/2016 10:00:00 AM,061XX N CAMPBELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,50.0,2.0,2016,"(41.993204159, -87.692182124)"
09/10/2016 01:00:00 PM,011XX N CLARK ST,MOTOR VEHICLE THEFT,AUTOMOBILE,COMMERCIAL / BUSINESS OFFICE,42.0,8.0,2016,"(41.902328043, -87.631401618)"
09/03/2016 08:50:00 PM,005XX W OHARE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,41.0,76.0,2016,"(41.984277338, -87.881222021)"
09/09/2016 12:22:00 PM,051XX W 55TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,23.0,56.0,2016,"(41.79290166, -87.751396529)"
09/15/2016 12:08:00 AM,0000X N HAMLIN BLVD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,28.0,27.0,2016,"(41.88132749, -87.720780573)"
09/15/2016 01:50:00 AM,015XX W MARQUETTE RD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,17.0,67.0,2016,"(41.772223625, -87.66188907)"
09/15/2016 06:43:00 AM,013XX N GREENVIEW AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,1.0,24.0,2016,"(41.906069292, -87.665124482)"
09/15/2016 12:30:00 AM,043XX N MENARD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,38.0,15.0,2016,"(41.959018205, -87.772087058)"
09/15/2016 02:00:00 AM,054XX W POTOMAC AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37.0,25.0,2016,"(41.903987748, -87.762526011)"
09/03/2016 02:00:00 PM,098XX S COMMERCIAL AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",VACANT LOT/LAND,10.0,51.0,2016,"(41.716490502, -87.550993527)"
09/15/2016 11:45:00 AM,028XX W WALTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,26.0,24.0,2016,"(41.898055594, -87.698402019)"
09/15/2016 03:30:00 PM,076XX S DORCHESTER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5.0,43.0,2016,"(41.756379321, -87.590743855)"
09/15/2016 04:30:00 PM,002XX N LA SALLE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,42.0,32.0,2016,"(41.886412499, -87.632468271)"
09/15/2016 04:00:00 PM,025XX W NORTH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26.0,24.0,2016,"(41.91028387, -87.690503369)"
09/15/2016 04:19:00 PM,001XX E CHESTNUT ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),42.0,8.0,2016,"(41.89837293, -87.625035314)"
09/15/2016 05:00:00 PM,008XX N KEDVALE AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,37.0,23.0,2016,"(41.8959115, -87.729798022)"
09/15/2016 06:00:00 PM,030XX N KENNETH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,31.0,20.0,2016,"(41.936254279, -87.738176075)"
09/15/2016 02:40:00 PM,013XX N CICERO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),37.0,25.0,2016,"(41.904398444, -87.746013692)"
09/15/2016 11:00:00 PM,074XX S KINGSTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7.0,43.0,2016,"(41.759578644, -87.56315198)"
09/15/2016 09:10:00 PM,012XX S KARLOV AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,24.0,29.0,2016,"(41.865287779, -87.727589677)"
09/15/2016 06:00:00 PM,054XX N KENMORE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,48.0,77.0,2016,"(41.980689059, -87.656533093)"
09/15/2016 11:00:00 PM,046XX N CLARENDON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),46.0,3.0,2016,"(41.966806189, -87.650053986)"
09/15/2016 10:30:00 PM,058XX S LAFAYETTE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),20.0,40.0,2016,"(41.788475149, -87.626631383)"
09/15/2016 08:30:00 PM,032XX S RHODES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4.0,35.0,2016,"(41.836409896, -87.613455203)"
09/15/2016 06:00:00 PM,026XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,35.0,2016,"(41.845298749, -87.623628162)"
09/15/2016 11:10:00 PM,003XX E 134TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,9.0,54.0,2016,"(41.651835984, -87.613435654)"
09/15/2016 04:00:00 AM,046XX W 59TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),23.0,62.0,2016,"(41.785519673, -87.738567526)"
09/15/2016 08:30:00 AM,003XX S HOYNE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,28.0,2016,"(41.876804723, -87.678945695)"
09/15/2016 05:00:00 AM,079XX S RHODES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6.0,44.0,2016,"(41.750722463, -87.611276411)"
09/15/2016 11:00:00 PM,096XX S PRAIRIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6.0,49.0,2016,"(41.719126283, -87.617706981)"
09/15/2016 07:00:00 PM,055XX S HYDE PARK BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5.0,41.0,2016,"(41.794516399, -87.583933877)"
09/15/2016 07:30:00 AM,066XX S OAKLEY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),15.0,66.0,2016,"(41.773087898, -87.680910159)"
09/15/2016 09:30:00 PM,017XX W WINNEMAC AVE,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",RESIDENTIAL YARD (FRONT/BACK),47.0,3.0,2016,"(41.973387321, -87.673125806)"
09/15/2016 04:30:00 PM,049XX N OAKLEY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,47.0,4.0,2016,"(41.970919868, -87.686551382)"
09/15/2016 08:30:00 PM,059XX S KILPATRICK AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),23.0,56.0,2016,"(41.785473166, -87.739656963)"
09/15/2016 08:00:00 PM,005XX N ALBANY AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,27.0,23.0,2016,"(41.891058161, -87.703954693)"
09/16/2016 01:40:00 AM,042XX W IRVING PARK RD,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",BAR OR TAVERN,38.0,16.0,2016,"(41.953589946, -87.732989305)"
09/16/2016 12:20:00 AM,078XX S CHRISTIANA AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,18.0,70.0,2016,"(41.750952565, -87.706080114)"
09/16/2016 06:00:00 AM,079XX S NORMAL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17.0,44.0,2016,"(41.750209904, -87.636714991)"
09/16/2016 10:45:00 AM,078XX S SPAULDING AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,18.0,70.0,2016,"(41.751061172, -87.704862366)"
09/16/2016 12:10:00 PM,015XX N MAPLEWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26.0,24.0,2016,"(41.90898517, -87.690872752)"
09/16/2016 12:01:00 AM,071XX S EUCLID AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,5.0,43.0,2016,"(41.765281881, -87.578123428)"
09/16/2016 12:30:00 PM,008XX W 61ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16.0,68.0,2016,"(41.78336233, -87.646505299)"
09/16/2016 03:00:00 AM,008XX N SACRAMENTO BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26.0,23.0,2016,"(41.895837291, -87.702210849)"
09/16/2016 12:00:00 PM,103XX S DOTY AVE E,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),10.0,51.0,2016,"(41.707756212, -87.580708771)"
09/16/2016 12:05:00 AM,035XX W SCHUBERT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35.0,22.0,2016,"(41.930106543, -87.715194888)"
09/16/2016 12:15:00 PM,007XX W JACKSON BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),2.0,28.0,2016,"(41.877981539, -87.644608125)"
09/16/2016 04:45:00 PM,030XX W HARRISON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,27.0,2016,"(41.873737423, -87.701627875)"
09/16/2016 07:30:00 AM,012XX N SPRINGFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27.0,23.0,2016,"(41.902812122, -87.723866626)"
09/16/2016 09:52:00 AM,129XX S TORRENCE AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.),10.0,55.0,2016,"(41.660583161, -87.559114191)"
09/16/2016 12:45:00 PM,009XX N MICHIGAN AVE,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,42.0,8.0,2016,"(41.899410159, -87.624131266)"
09/16/2016 09:35:00 PM,080XX S PHILLIPS AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,7.0,46.0,2016,"(41.749222926, -87.564979821)"
09/16/2016 09:45:00 PM,021XX S AVERS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,24.0,29.0,2016,"(41.852799573, -87.721034492)"
09/16/2016 05:00:00 PM,080XX S PHILLIPS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7.0,46.0,2016,"(41.749310761, -87.564982438)"
09/16/2016 05:00:00 PM,005XX S LARAMIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29.0,25.0,2016,"(41.873553922, -87.754821897)"
09/16/2016 07:00:00 PM,050XX N NEVA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,41.0,10.0,2016,"(41.972523743, -87.805925655)"
09/16/2016 10:00:00 PM,029XX E 106TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,10.0,51.0,2016,"(41.702766127, -87.55300555)"
09/16/2016 12:00:00 PM,030XX W OGDEN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,29.0,2016,"(41.859329236, -87.701472356)"
09/16/2016 11:00:00 PM,040XX N MILWAUKEE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,45.0,15.0,2016,"(41.953699349, -87.747796488)"
09/16/2016 11:00:00 PM,022XX N CICERO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,31.0,19.0,2016,"(41.921509859, -87.746231595)"
09/16/2016 10:00:00 PM,059XX S CAMPBELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16.0,66.0,2016,"(41.785695236, -87.686256738)"
09/16/2016 12:30:00 PM,034XX W ROOSEVELT RD,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),24.0,29.0,2016,"(41.866335979, -87.711649982)"
09/16/2016 07:00:00 PM,031XX N ST LOUIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35.0,21.0,2016,"(41.938181222, -87.71490374)"
09/16/2016 05:30:00 PM,087XX S HARPER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8.0,48.0,2016,"(41.736235913, -87.586898052)"
09/16/2016 08:45:00 AM,011XX W LILL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,32.0,7.0,2016,"(41.92804645, -87.656924453)"
09/16/2016 05:30:00 AM,096XX S WENTWORTH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21.0,49.0,2016,"(41.71938576, -87.62860862)"
09/16/2016 07:00:00 PM,027XX S AVERS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,22.0,30.0,2016,"(41.842002544, -87.720829166)"
09/16/2016 07:17:00 AM,026XX W 79TH PL,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,SIDEWALK,18.0,70.0,2016,"(41.749107844, -87.688628841)"
09/17/2016 02:00:00 AM,007XX W 117TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),34.0,53.0,2016,"(41.681842936, -87.641183224)"
09/17/2016 03:30:00 AM,021XX S WESTERN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25.0,31.0,2016,"(41.853645738, -87.68568241)"
09/17/2016 04:00:00 AM,056XX S LOOMIS BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT/LAND,16.0,67.0,2016,"(41.791319066, -87.659658298)"
09/17/2016 02:00:00 AM,127XX S HALSTED ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34.0,53.0,2016,"(41.662944028, -87.641411276)"
09/17/2016 02:00:00 AM,050XX W VAN BUREN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29.0,25.0,2016,"(41.874880249, -87.752272724)"
09/17/2016 01:00:00 AM,042XX W GLADYS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,26.0,2016,"(41.876103735, -87.731405434)"
09/17/2016 05:15:00 AM,010XX W 94TH ST,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",STREET,21.0,73.0,2016,"(41.722938271, -87.649270121)"
09/17/2016 10:56:00 AM,007XX W 17TH ST,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,25.0,31.0,2016,"(41.859163266, -87.645364394)"
09/17/2016 08:00:00 AM,088XX S CARPENTER ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21.0,71.0,2016,"(41.73369821, -87.64964324)"
09/17/2016 08:30:00 AM,018XX S DAMEN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25.0,31.0,2016,"(41.856480223, -87.675963059)"
09/17/2016 09:20:00 AM,006XX E 131ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,9.0,54.0,2016,"(41.657321145, -87.606333884)"
09/17/2016 04:20:00 AM,046XX W ARMITAGE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),31.0,19.0,2016,"(41.916973977, -87.742551196)"
09/17/2016 10:45:00 AM,033XX W JACKSON BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,27.0,2016,"(41.877279916, -87.710611254)"
09/17/2016 03:20:00 PM,067XX S PERRY AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,RESIDENCE,6.0,69.0,2016,"(41.77178664, -87.628339611)"
09/17/2016 07:00:00 PM,105XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,9.0,49.0,2016,"(41.702712027, -87.620723383)"
09/17/2016 11:00:00 AM,101XX S RHODES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,9.0,49.0,2016,"(41.71056091, -87.610198806)"
09/17/2016 03:00:00 AM,086XX S ESCANABA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,10.0,46.0,2016,"(41.73871439, -87.553889553)"
09/17/2016 11:46:00 PM,038XX W ADAMS ST,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,28.0,26.0,2016,"(41.878034263, -87.721271021)"
09/17/2016 11:00:00 PM,041XX W MAYPOLE AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,28.0,26.0,2016,"(41.884640098, -87.729125574)"
09/17/2016 10:00:00 PM,057XX S TROY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14.0,63.0,2016,"(41.789370822, -87.702218502)"
09/17/2016 08:30:00 PM,011XX S CAMPBELL AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,28.0,28.0,2016,"(41.867242856, -87.688489617)"
09/17/2016 10:30:00 PM,062XX N ARTESIAN AVE,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,50.0,2.0,2016,"(41.994624581, -87.691009087)"
09/17/2016 07:30:00 PM,052XX W HARRISON ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,29.0,25.0,2016,"(41.872943036, -87.755036692)"
09/17/2016 07:00:00 PM,093XX S YATES BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7.0,48.0,2016,"(41.725398784, -87.565677695)"
09/17/2016 10:15:00 PM,012XX S HOMAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,29.0,2016,"(41.865517536, -87.710516149)"
09/17/2016 04:30:00 PM,022XX N CLEVELAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,43.0,7.0,2016,"(41.922385789, -87.641378588)"
09/17/2016 10:00:00 PM,088XX S DORCHESTER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,8.0,48.0,2016,"(41.734236777, -87.590511687)"
09/17/2016 07:00:00 AM,0000X E 9TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),2.0,32.0,2016,"(41.870550571, -87.626168646)"
09/17/2016 11:00:00 AM,0000X E 26TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,35.0,2016,"(41.845601795, -87.626043417)"
09/17/2016 09:00:00 PM,036XX N SOUTHPORT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,44.0,6.0,2016,"(41.947522619, -87.664026407)"
09/17/2016 02:00:00 PM,028XX W LEXINGTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,27.0,2016,"(41.87196182, -87.697140272)"
07/29/2016 05:45:00 PM,068XX S SOUTH CHICAGO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20.0,42.0,2016,
09/18/2016 01:00:00 AM,044XX W HADDON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37.0,23.0,2016,"(41.901570167, -87.737161181)"
09/18/2016 01:00:00 AM,021XX W ERIE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26.0,24.0,2016,"(41.893126312, -87.680185815)"
09/18/2016 12:25:00 AM,004XX E 80TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6.0,44.0,2016,"(41.74931915, -87.613307679)"
09/18/2016 12:00:00 AM,024XX W POLK ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),2.0,28.0,2016,"(41.871149562, -87.687315834)"
